tanggal,tahun,bulan,bulan_nama,program_studi,jumlah_pendaftar,frekuensi,kategori_data,catatan
2017-05-01,2017,5,Mei,Teknik Informatika,42,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-06-01,2017,6,Juni,Teknik Informatika,68,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-07-01,2017,7,Juli,Teknik Informatika,93,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-08-01,2017,8,Agustus,Teknik Informatika,79,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-09-01,2017,9,September,Teknik Informatika,32,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-10-01,2017,10,Oktober,Teknik Informatika,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-11-01,2017,11,November,Teknik Informatika,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-12-01,2017,12,Desember,Teknik Informatika,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-01-01,2017,1,Januari,Sistem Informasi,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-02-01,2017,2,Februari,Sistem Informasi,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-03-01,2017,3,Maret,Sistem Informasi,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-04-01,2017,4,April,Sistem Informasi,21,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-05-01,2017,5,Mei,Sistem Informasi,35,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-06-01,2017,6,Juni,Sistem Informasi,57,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-07-01,2017,7,Juli,Sistem Informasi,87,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-08-01,2017,8,Agustus,Sistem Informasi,66,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-09-01,2017,9,September,Sistem Informasi,27,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-10-01,2017,10,Oktober,Sistem Informasi,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-11-01,2017,11,November,Sistem Informasi,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-12-01,2017,12,Desember,Sistem Informasi,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-01-01,2017,1,Januari,Manajemen,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-02-01,2017,2,Februari,Manajemen,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-03-01,2017,3,Maret,Manajemen,25,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-04-01,2017,4,April,Manajemen,30,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-05-01,2017,5,Mei,Manajemen,51,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-06-01,2017,6,Juni,Manajemen,82,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-07-01,2017,7,Juli,Manajemen,125,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-08-01,2017,8,Agustus,Manajemen,105,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-09-01,2017,9,September,Manajemen,39,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-10-01,2017,10,Oktober,Manajemen,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-11-01,2017,11,November,Manajemen,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-12-01,2017,12,Desember,Manajemen,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-01-01,2017,1,Januari,Akuntansi,10,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-02-01,2017,2,Februari,Akuntansi,13,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-03-01,2017,3,Maret,Akuntansi,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-04-01,2017,4,April,Akuntansi,20,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-05-01,2017,5,Mei,Akuntansi,34,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-06-01,2017,6,Juni,Akuntansi,54,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-07-01,2017,7,Juli,Akuntansi,84,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-08-01,2017,8,Agustus,Akuntansi,69,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-09-01,2017,9,September,Akuntansi,28,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-10-01,2017,10,Oktober,Akuntansi,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-11-01,2017,11,November,Akuntansi,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-12-01,2017,12,Desember,Akuntansi,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-01-01,2017,1,Januari,Teknik Industri,9,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-02-01,2017,2,Februari,Teknik Industri,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-03-01,2017,3,Maret,Teknik Industri,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-04-01,2017,4,April,Teknik Industri,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-05-01,2017,5,Mei,Teknik Industri,29,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-06-01,2017,6,Juni,Teknik Industri,47,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-07-01,2017,7,Juli,Teknik Industri,73,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-08-01,2017,8,Agustus,Teknik Industri,60,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-09-01,2017,9,September,Teknik Industri,24,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-10-01,2017,10,Oktober,Teknik Industri,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-11-01,2017,11,November,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2017-12-01,2017,12,Desember,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-01-01,2018,1,Januari,Teknik Informatika,14,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-02-01,2018,2,Februari,Teknik Informatika,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-03-01,2018,3,Maret,Teknik Informatika,22,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-04-01,2018,4,April,Teknik Informatika,27,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-05-01,2018,5,Mei,Teknik Informatika,46,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-06-01,2018,6,Juni,Teknik Informatika,74,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-07-01,2018,7,Juli,Teknik Informatika,105,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-08-01,2018,8,Agustus,Teknik Informatika,88,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-09-01,2018,9,September,Teknik Informatika,36,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-10-01,2018,10,Oktober,Teknik Informatika,9,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-11-01,2018,11,November,Teknik Informatika,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-12-01,2018,12,Desember,Teknik Informatika,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-01-01,2018,1,Januari,Sistem Informasi,12,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-02-01,2018,2,Februari,Sistem Informasi,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-03-01,2018,3,Maret,Sistem Informasi,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-04-01,2018,4,April,Sistem Informasi,23,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-05-01,2018,5,Mei,Sistem Informasi,38,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-06-01,2018,6,Juni,Sistem Informasi,63,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-07-01,2018,7,Juli,Sistem Informasi,87,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-08-01,2018,8,Agustus,Sistem Informasi,74,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-09-01,2018,9,September,Sistem Informasi,30,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-10-01,2018,10,Oktober,Sistem Informasi,8,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-11-01,2018,11,November,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-12-01,2018,12,Desember,Sistem Informasi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-01-01,2018,1,Januari,Manajemen,17,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-02-01,2018,2,Februari,Manajemen,22,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-03-01,2018,3,Maret,Manajemen,26,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-04-01,2018,4,April,Manajemen,32,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-05-01,2018,5,Mei,Manajemen,55,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-06-01,2018,6,Juni,Manajemen,89,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-07-01,2018,7,Juli,Manajemen,136,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-08-01,2018,8,Agustus,Manajemen,106,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-09-01,2018,9,September,Manajemen,43,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-10-01,2018,10,Oktober,Manajemen,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-11-01,2018,11,November,Manajemen,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-12-01,2018,12,Desember,Manajemen,5,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-01-01,2018,1,Januari,Akuntansi,11,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-02-01,2018,2,Februari,Akuntansi,15,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-03-01,2018,3,Maret,Akuntansi,19,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-04-01,2018,4,April,Akuntansi,21,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-05-01,2018,5,Mei,Akuntansi,36,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-06-01,2018,6,Juni,Akuntansi,58,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-07-01,2018,7,Juli,Akuntansi,87,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-08-01,2018,8,Agustus,Akuntansi,69,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-09-01,2018,9,September,Akuntansi,28,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-10-01,2018,10,Oktober,Akuntansi,7,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-11-01,2018,11,November,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-12-01,2018,12,Desember,Akuntansi,4,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-01-01,2018,1,Januari,Teknik Industri,9,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-02-01,2018,2,Februari,Teknik Industri,13,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-03-01,2018,3,Maret,Teknik Industri,16,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-04-01,2018,4,April,Teknik Industri,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-05-01,2018,5,Mei,Teknik Industri,31,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-06-01,2018,6,Juni,Teknik Industri,51,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-07-01,2018,7,Juli,Teknik Industri,79,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-08-01,2018,8,Agustus,Teknik Industri,66,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-09-01,2018,9,September,Teknik Industri,25,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-10-01,2018,10,Oktober,Teknik Industri,6,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-11-01,2018,11,November,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2018-12-01,2018,12,Desember,Teknik Industri,3,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-01-01,2019,1,Januari,Teknik Informatika,13,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-02-01,2019,2,Februari,Teknik Informatika,18,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-03-01,2019,3,Maret,Teknik Informatika,24,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-04-01,2019,4,April,Teknik Informatika,27,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-05-01,2019,5,Mei,Teknik Informatika,46,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
2019-06-01,2019,6,Juni,Teknik Informatika,76,Bulanan,Optimal kuat,Data simulasi terstruktur untuk uji model SARIMA dengan pola tren dan musiman
